match,home_team,away_team,market,player_name,player_team,opposition_team,line,over_price,agency
Sydney Thunder v Brisbane Heat,Brisbane Heat,Sydney Thunder,Number of 4s,Colin Munro,Brisbane Heat,Sydney Thunder,5.5,3.4,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Sam Harper,Melbourne Stars,Perth Scorchers,0.5,1.35,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Sam Harper,Melbourne Stars,Perth Scorchers,1.5,1.85,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Sam Harper,Melbourne Stars,Perth Scorchers,2.5,2.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Sam Harper,Melbourne Stars,Perth Scorchers,3.5,3.3,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Sam Harper,Melbourne Stars,Perth Scorchers,4.5,4.3,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Sam Harper,Melbourne Stars,Perth Scorchers,5.5,5.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Thomas Rogers,NA,NA,0.5,1.33,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Thomas Rogers,NA,NA,1.5,1.83,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Thomas Rogers,NA,NA,2.5,2.4,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Thomas Rogers,NA,NA,3.5,3.2,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Thomas Rogers,NA,NA,4.5,4.2,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Thomas Rogers,NA,NA,5.5,5.5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,0.5,1.19,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,1.5,1.48,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,2.5,1.83,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,3.5,2.2,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,4.5,2.65,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Stephen Eskinazi,Perth Scorchers,Melbourne Stars,5.5,3.2,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Aaron Hardie,Perth Scorchers,Melbourne Stars,0.5,1.32,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Aaron Hardie,Perth Scorchers,Melbourne Stars,1.5,1.77,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Aaron Hardie,Perth Scorchers,Melbourne Stars,2.5,2.35,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Aaron Hardie,Perth Scorchers,Melbourne Stars,3.5,3.1,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Aaron Hardie,Perth Scorchers,Melbourne Stars,4.5,4,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Aaron Hardie,Perth Scorchers,Melbourne Stars,5.5,5,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Josh Inglis,Perth Scorchers,Melbourne Stars,0.5,1.21,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Josh Inglis,Perth Scorchers,Melbourne Stars,1.5,1.52,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Josh Inglis,Perth Scorchers,Melbourne Stars,2.5,1.87,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Josh Inglis,Perth Scorchers,Melbourne Stars,3.5,2.3,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Josh Inglis,Perth Scorchers,Melbourne Stars,4.5,2.85,Pointsbet
Melbourne Stars v Perth Scorchers,Perth Scorchers,Melbourne Stars,Number of 4s,Josh Inglis,Perth Scorchers,Melbourne Stars,5.5,3.4,Pointsbet
